Name	Pitch	Cost	Power	Defense	Types	Card Keywords	Ability and Effect Keywords	Class
Spirit of War	1	0	3	3	Light, Action, Attack	Charge		Warrior
Splatter Skull	1	2	6	3	Action, Attack			Brute
Splintering Deadwood	1, 2, 3	3	5, 6, 7	3	Action, Attack			Runeblade
Spoils of War	1	1		3	Action	Go again		Warrior
Spreading Flames	1	1	3	2	Draconic, Action, Attack	Go again		Ninja
Spreading Plague	2	1		3	Attack Reaction			Assassin
Spring Load	1, 2, 3	1	2	2	Action, Attack			Generic
Spring Tidings	2	0	2	3	Action, Attack	Benji Specialization, Go again		Ninja
Spring a Leak	1, 2, 3	2	3, 4, 5	3	Action, Attack	Boost		Mechanologist
Springboard Somersault	2	0		2	Defense Reaction			Generic
Sprocket Rocket	1, 2, 3	0	1, 2, 3	3	Action, Attack	Boost		Mechanologist
Stab Wound	3	0	2	3	Action, Attack			Assassin, Ninja
Stacked in Your Favor	1, 2, 3	2		2	Action, Aura	Go again		Guardian
Stamp Authority	3	3		3	Action, Aura			Guardian
Standing Order	1	0	4	3	Action, Attack			Generic
Star Struck	2	7	10	3	Action, Attack	Bravo Specialization, Crush, Unity		Guardian
Starting Stake	2	0		3	Action			Generic
Stasis Cell	3	0			Action, Item		Go again	Mechanologist
Static Shock	1, 2	0	3, 4	3	Elemental, Action, Attack	Lightning Flow		Runeblade
Staunch Response	1, 2, 3	2		5, 6, 7	Defense Reaction			Guardian
Steadfast	1, 2, 3	3			Instant			Guardian
Steam Canister	3	0			Action, Item			Mechanologist
Steel Street Enforcement	3			1	Block	Evo Upgrade		Mechanologist
Steel Street Hoons	3	3	3	2	Action, Attack	Boost, Galvanize		Mechanologist
Steelblade Shunt	1, 2, 3	1		4, 5, 6	Defense Reaction			Warrior
Steelblade Supremacy	1	1		3	Action	Dorinthea Specialization, Go again		Warrior
Sting of Sorcery	3	0		2	Action, Aura	Go again		Runeblade
Stir the Aetherwinds	1, 2, 3	2		2	Action			Wizard
Stir the Pot	3	0			Instant	Legendary, Transcend		Mystic
Stir the Wildwood	1, 2, 3	2	3, 4, 5	3	Elemental, Action, Attack	Earth Fusion		Runeblade
Stoke the Flames	1	1	4	3	Draconic, Action, Attack	Go again		
Stone Rain	1	0	4	3	Action, Arrow, Attack	Dominate		Ranger
Stonewall Confidence	1, 2, 3	2		3	Action, Aura	Go again		Guardian
Stony Woottonhog	1, 2, 3	2	4, 5, 6	2	Action, Attack			Generic
Strategic Planning	1, 2, 3	1		2	Action	Go again		Generic
Strength Rules All	1	2	6	3	Action, Attack			Brute
Strength of Four Seasons	1, 2, 3	2	2, 3, 4	2	Earth, Action, Attack			
Strength of Sequoia	1, 2, 3	2		3	Elemental, Action, Aura	Earth Fusion, Go again		Guardian
Stroke of Foresight	1, 2, 3	1		3	Attack Reaction	Reprise		Warrior
Strong Wood	1, 2	3	5, 6	3	Elemental, Action, Attack	Earth Bond		Guardian
Strong Yield	1, 2, 3	1		2	Earth, Action, Aura	Go again		
Succumb to Temptation	2	0		3	Action	Go again		Runeblade
Succumb to Winter	1, 2, 3	3		3	Elemental, Action	Ice Fusion		Wizard
Summer's Fall	1, 2, 3	2	4, 5, 6	2	Earth, Action, Attack	Decompose		
Summerwood Shelter	1, 2, 3	0			Earth, Instant			
Sun Kiss	1, 2, 3	0		2	Action	Go again		Generic
Supercell	3	X		2	Action			Mechanologist
Surgical Extraction	3	2	4	3	Action, Attack	Contract		Assassin
Surging Militia	1, 2, 3	2	3, 4, 5	2	Action, Attack			Generic
Surging Strike	1, 2, 3	2	3, 4, 5	2	Action, Attack	Go again		Ninja
Sutcliffe's Research Notes	1, 2, 3	1		2	Action	Go again		Runeblade
Swarming Gloomveil	1	0	3	3	Action, Attack	Go again		Runeblade
Sweeping Blow	1, 2, 3	1	1, 2, 3	3	Draconic, Action, Attack	Go again		Illusionist
Swell Tidings	1	2		3	Action	Surge		Wizard
Swing Big	1	2	8	3	Action, Attack			Brute
Swing Fist, Think Later	1, 2, 3	1	2, 3, 4	3	Action, Attack	Go again		Brute
System Failure	2	1		2	Action			Mechanologist
System Reset	2	X		3	Action			Mechanologist
T-Bone	1, 2, 3	0	1, 2, 3	3	Action, Attack	Boost		Mechanologist
Take Aim	1, 2, 3	0		2	Action	Reload, Go again		Ranger
Take Cover	1, 2, 3	0		2, 3, 4	Defense Reaction	Reload		Ranger
Take Flight	1, 2, 3	1	2, 3, 4	3	Light, Action, Attack	Charge		Warrior
Take it on the Chin	1	0			Instant			Brute, Warrior
Take the Tempo	1	1	5	3	Action, Attack			Ninja
Take the Upper Hand	1, 2, 3	0		3	Attack Reaction			Warrior
Tales of Adventure	3	0		3	Bard, Action	Yorick Specialization		
Talisman of Balance	3	0			Action, Item	Go again		Generic
Talisman of Cremation	3	0			Action, Item	Go again		Generic
Talisman of Dousing	2	0			Action, Item	Go again, Spellvoid 1		Generic
Talisman of Featherfoot	2	0			Action, Item	Go again		Generic
Talisman of Recompense	2	0			Action, Item	Go again		Generic
Talisman of Tithes	3	0			Action, Item	Go again		Generic
Talisman of Warfare	2	0			Action, Item	Go again		Generic
Talk a Big Game	3	0		3	Action	Go again		Brute, Guardian
Tarpit Trap	2	0		3	Defense Reaction, Trap			Ranger
Tear Asunder	3	3		3	Action	Go again		Guardian
Tear Limb from Limb	3	2			Action	Go again		Brute
Tear Through the Portal	1, 2, 3	0		2	Shadow, Action	Go again		
Tectonic Rift	3	X		2	Action	Go again		Guardian
Teklo Core	3	0			Action, Item	Dash Specialization		Mechanologist
Teklo Pounder	3	2			Action, Item			Mechanologist
Teklonetic Force Field	1, 2, 3			1, 2, 3	Block			Mechanologist
Teklovossen's Workshop	1, 2, 3	0		3	Action	Opt X		Mechanologist
Tempest Aurora	1, 2, 3	0		2	Action	Go again		Wizard
Ten Foot Tall and Bulletproof	1	3	10	10	Action, Attack			Generic
Tenacity	2	0	2	3	Action, Attack			Generic
Terminator Tank	1	6	6	3	Action, Attack	Overpower		Mechanologist
Territorial Domain	3	0		2	Defense Reaction			Ninja
Test of Agility	1			4	Block	Clash		Brute, Warrior
Test of Might	1			4	Block	Clash		Brute, Guardian
Test of Strength	1			4	Block	Clash		Generic
Test of Vigor	1			4	Block	Clash		Guardian, Warrior
That All You Got?	2	0		3	Defense Reaction			Generic
Thaw	1	2	6	2	Draconic, Action, Attack			
The Golden Son	2	4	7	3	Action, Attack	Victor Specialization, Overpower		Guardian
The Grain that Tips the Scale	3	0			Instant	Legendary, Transcend		Mystic
The Librarian				3	Mentor			Illusionist
The Weakest Link	1	2	6	3	Action, Attack			Generic
Themai			3		Draconic, Dragon, Ally			Illusionist
This Round's on Me	3	1		3	Action	Go again		Generic
Thistle Bloom // Life	2	0		3	Action, Earth, Instant	Meld		Runeblade
Three Visits	1	3			Instant, Aura	Ward X		Mystic, Illusionist
Three of a Kind	1	1		2	Action	Go again		Ranger
Thrive	2	0		2	Earth, Action	Go again		
Throttle	1, 2, 3	2	4, 5, 6	3	Action, Attack	Boost		Mechanologist
Thrust	1	1		2	Attack Reaction			Generic
Thump	1, 2, 3	4	4, 5, 6	3	Action, Attack	Dominate		Guardian
Thunder Quake	1, 2, 3	6	10, 8, 9	3	Action, Attack	Heave 3		Guardian
Thunk	1, 2, 3	5	6, 7, 8	3	Action, Attack			Guardian
Tick Tock Clock	1	0			Action, Item	Crank		Mechanologist
Tidal Surge	3	3	5	2	Action, Attack			Mystic
Tide Chakra	1, 2, 3	1		3	Attack Reaction			Mystic, Assassin
Tiger Eye Reflex	2, 3			2, 3	Block	Ambush		Ninja
Tiger Form Incantation	1, 2, 3	1		3	Action	Go again		Mystic, Ninja
Tiger Swipe	1	0	2	3	Action, Attack	Combo, Go again		Ninja
Timekeeper's Whim	1, 2, 3	3		3	Action			Wizard
Timesnap Potion	3	0			Action, Item			Generic
Timidity Point	1, 2, 3	1	3, 4, 5	3	Action, Arrow, Attack			Ranger
Titanium Bauble	3			3	Resource			Generic
Tome of Aeo	3	1		2	Action, Aura	Ward 1		Illusionist
Tome of Aetherwind	1	0		2	Action			Wizard
Tome of Divinity	2	4			Light, Instant			
Tome of Duplicity	3	3		2	Action			Wizard
Tome of Firebrand	1	1			Draconic, Instant			
Tome of Fyendal	2	1		2	Action			Generic
Tome of Harvests	3	3		2	Earth, Action	Go again		
Tome of Imperial Flame	1	0			Draconic, Action	Go again		
Tome of Torment	1	0			Shadow, Action	Blood Debt		
Tome of the Arknight	3	1		2	Action	Go again		Runeblade
Tomeltai			5		Draconic, Dragon, Ally			Illusionist
Tongue Tied	1	3	7	2	Action, Attack			Generic
Tooth and Claw	1	0	4	3	Action, Attack	Go again		Mystic, Ninja
Torque Tuned	1, 2, 3	2	4, 5, 6	2	Action, Attack	Overpower, Galvanize		Mechanologist
Torrent of Tempo	1, 2, 3	1	3, 4, 5	3	Action, Attack	Go again		Ninja
Toughen Up	3	2		4	Defense Reaction			Generic
Towering Titan	1, 2, 3	9		3	Action, Aura			Guardian
Toxicity	1, 2, 3	0		2	Action	Go again		Assassin, Ranger
Trade In	1, 2, 3	0	1, 2, 3	2	Action, Attack	Go again		Generic
Trailblazing Aether	1, 2, 3	0		3	Action	Surge		Wizard
Tranquil Passing	1, 2, 3	1		2	Action, Aura	Ward 1		Illusionist
Transmogrify	1, 2, 3	1		2	Action	Go again		Illusionist
Tremor of íArathael	1, 2, 3	1	2, 3, 4	2	Action, Attack			Generic
Tri-shot	3	0		3	Action	Go again		Ranger
Tribute to Demolition	1, 2, 3	2	4, 5, 6	3	Shadow, Action, Attack	Blood Debt		Brute
Tribute to the Legions of Doom	1, 2, 3	3	5, 6, 7	3	Shadow, Action, Attack	Blood Debt		Brute
Trip the Light Fantastic	1, 2, 3	1	3, 4, 5	2	Lightning, Action, Attack			
Tripwire Trap	1	0		4	Defense Reaction, Trap			Ranger
Trounce	1			3	Block	Clash		Guardian
Truce	3	2		3	Action, Aura			Generic
Turn Timber	1, 2, 3	2		4, 5, 6	Elemental, Defense Reaction	Earth Fusion		Guardian
Twin Drive	1	2	5	3	Action, Attack	Boost		Mechanologist
Twin Twisters	1, 2, 3	1	1, 2, 3	2	Action, Attack	Go again		Ninja
Twinning Blade	2	0		3	Attack Reaction			Warrior
Twintek Charging Station	1	0		2	Action	Go again		Mechanologist
Under Loop	1, 2, 3	1	2, 3, 4	3	Action, Attack	Boost		Mechanologist
Unforgetting Unforgiving	1			4	Block	Jarl Specialization		Guardian
Unhallowed Rites	1, 2, 3	1	2, 3, 4	3	Shadow, Action, Attack	Blood Debt		Runeblade
Unified Decree	2	2		3	Attack Reaction	Reprise		Warrior
United We Stand	2	3	6	2	Light, Action, Attack	Unity		
Unmovable	1, 2, 3	3		5, 6, 7	Defense Reaction			Generic
Unravel Aggression	3	3		5	Defense Reaction			Mystic
Unsheathed	1	0		3	Action	Go again		Warrior
Untamed	1, 2, 3	1	2, 3, 4	2	Action, Attack	Go again		Ninja
Unworldly Bellow	1, 2, 3	1		3	Shadow, Action	Go again		Brute
Up the Ante	3	X		3	Attack Reaction	Olympia Specialization, Wager		Warrior
Uprising	1	0		3	Draconic, Action	Go again		
Urgent Delivery	1, 2, 3	0	2, 3, 4	3	Action, Attack			Mechanologist
V for Valor	1, 2, 3	0		2	Light, Action, Aura		Charge	Warrior
V of the Vanguard	2	1	3	3	Light, Action, Attack	Boltyn Specialization, Charge		Warrior
Valiant Thrust	1, 2, 3	1	2, 3, 4	3	Light, Action, Attack			Warrior
Vantage Point	1, 2, 3	3	5, 6, 7	3	Action, Attack	Overpower		Runeblade
Vantom Banshee	1, 2, 3	3	5, 6, 7	3	Shadow, Action, Attack	Rune Gate, Blood Debt		Runeblade
Vantom Wraith	1, 2, 3	2	4, 5, 6	3	Shadow, Action, Attack	Rune Gate, Blood Debt		Runeblade
Vaporize // Shock	2	0			Instant, Lightning, Instant	Meld		Runeblade
Veiled Intentions	1, 2, 3	1		2	Action	Go again		Illusionist
Vela Flash	1, 2, 3	1	3, 4, 5	3	Elemental, Action, Attack	Lightning Fusion		Runeblade
Vengeful Apparition	1, 2, 3	0		3	Action, Aura	Ward 1		Illusionist
Venomback Fabric	2	0		3	Action, Construct	Legendary, Negate		Generic
Venomous Bite	1, 2, 3	1		3	Attack Reaction			Mystic, Assassin
Vexing Malice	1, 2, 3	1	1, 2, 3	3	Action, Attack			Runeblade
Vigor Rush	1, 2, 3	1	2, 3, 4	2	Action, Attack	Go again		Generic
Vigorous Engagement	1, 2, 3	1		2	Attack Reaction			Warrior
Vigorous Windup	1, 2, 3	3	5, 6, 7	2	Action, Attack			Guardian, Warrior
Vile Inquisition	1, 2, 3	2		3	Shadow, Action	Blood Debt		
Vipox	1	0	1	3	Action, Attack			Generic
Virulent Touch	1, 2, 3	0	2, 3, 4	2	Action, Attack			Assassin, Ranger
Visit Goldmane Estate	3	1		3	Action	Victor Specialization, Go again		Guardian
Visit the Blacksmith	3	0		2	Action	Go again		Generic
Visit the Floating Dojo	3	0			Instant	Katsu Specialization		Ninja
Visit the Golden Anvil	3	0		3	Action	Olympia Specialization		Warrior
Visit the Imperial Forge	1, 2, 3	0		3	Action	Go again		Warrior
Void Wraith	1, 2, 3	2	3, 4, 5	3	Shadow, Action, Attack	Blood Debt		
Voltic Bolt	1, 2, 3	2		3	Action			Wizard
Vynserakai			6		Draconic, Dragon, Ally			Illusionist
Wage Agility	1, 2, 3	3	5, 6, 7	2	Action, Attack	Wager		Brute, Warrior
Wage Gold	1, 2, 3	3	5, 6, 7	2	Action, Attack	Universal, Wager		Generic
Wage Might	1, 2, 3	3	5, 6, 7	2	Action, Attack	Wager		Brute, Guardian
Wage Vigor	1, 2, 3	3	5, 6, 7	2	Action, Attack	Wager		Guardian, Warrior
Wall Breaker	1, 2, 3	2	4, 5, 6	3	Shadow, Action, Attack	Overpower, Blood Debt		Brute
Wall of Meat and Muscle	1			3	Block			Brute, Guardian
Wallop	1, 2, 3	4	5, 6, 7	3	Action, Attack			Guardian
Wander With Purpose	2	0	2	3	Action, Attack	Benji Specialization, Go again		Ninja
Waning Vengeance	1, 2, 3	1			Instant, Aura	Ward 3		Mystic, Illusionist
War Machine	1	6	6	3	Action, Attack	Overpower		Mechanologist
Warmonger's Diplomacy	3	0		3	Action			Generic
Warmonger's Recital	1, 2, 3	1		2	Action	Go again		Generic
Warrior's Valor	1, 2, 3	1		3	Action	Go again		Warrior
Wartune Herald	1, 2, 3	1	5, 6, 7	3	Light, Action, Attack	Phantasm		Illusionist
Wash Away	3	2		3	Defense Reaction			Mystic
Water Glow Lanterns	1, 2, 3	0		2	Action	Go again		Illusionist
Water the Seeds	1, 2, 3	1	1, 2, 3	2	Action, Attack	Go again		Generic
Wax Off	3	0		2	Defense Reaction			Ninja
Wax On	1, 2, 3	0		1, 2, 3	Defense Reaction			Ninja
Waxing Specter	1, 2, 3	2			Instant, Aura	Ward 3		Mystic, Illusionist
Weave Earth	1, 2, 3	0		2	Earth, Action	Go again		
Weave Ice	1, 2, 3	0		2	Ice, Action	Go again		
Weave Lightning	1, 2, 3	0		2	Lightning, Action	Go again		
Whelming Gustwave	1, 2, 3	0	1, 2, 3	3	Action, Attack	Combo, Go again		Ninja
Whirling Mist Blossom	2	1	2	2	Action, Attack	Ira Specialization, Go again		Ninja
Whisper of the Oracle	1, 2, 3	0		3	Action	Opt 4, Go again		Generic
Wide Blue Yonder	3	0		2	Attack Reaction			Mystic
Widespread Annihilation	3	4	6	3	Shadow, Action, Attack	Rune Gate, Blood Debt		Runeblade
Widespread Destruction	2	3	6	3	Shadow, Action, Attack	Rune Gate, Blood Debt		Runeblade
Widespread Ruin	1	2	6	3	Shadow, Action, Attack	Rune Gate, Blood Debt		Runeblade
Widowmaker	1, 2, 3	1	2, 3, 4	3	Action, Arrow, Attack			Ranger
Wild Ride	1, 2, 3	2	4, 5, 6		Action, Attack	Go again		Brute
Will of Arcana	3				Resource, Gem	Legendary, Amp 1		Wizard
Wind Chakra	1, 2, 3	0		3	Action	Go again		Mystic, Ninja
Winds of Eternity	3	0	2	3	Action, Attack	Combo		Ninja
Winter's Bite	1, 2, 3	0		2	Ice, Action	Go again		
Winter's Grasp	1, 2, 3	2	4, 5, 6	3	Ice, Action, Attack			
Wither	1, 2, 3	0	1, 2, 3	3	Action, Attack	Stealth		Assassin
Withering Shot	1, 2, 3	1	3, 4, 5	3	Action, Arrow, Attack			Ranger
Withstand	1, 2, 3	2			Instant			Guardian
Wounded Bull	1, 2, 3	3	5, 6, 7	2	Action, Attack			Generic
Wounding Blow	1, 2, 3	0	2, 3, 4	3	Action, Attack			Generic
Wreck Havoc	1, 2, 3	2	4, 5, 6	2	Action, Attack			Generic
Wrecker Romp	1, 2, 3	2	6, 7, 8	3	Action, Attack			Brute
Wrecking Ball	1	3	6		Action, Attack	Intimidate		Brute
Writhing Beast Hulk	1, 2, 3	2	4, 5, 6	3	Shadow, Action, Attack	Dominate, Blood Debt		Brute
Yendurai			3		Draconic, Dragon, Ally			Illusionist
Yinti Yanti	1, 2, 3	0	1, 2, 3	2	Action, Attack			Generic
Zap	1, 2, 3	0		3	Action			Wizard
Zealous Belting	1, 2, 3	2	3, 4, 5	2	Action, Attack	Go again		Generic
Zero to Fifty	1, 2, 3	0	1, 2, 3	3	Action, Attack	Boost		Mechanologist
Zero to Sixty	1, 2, 3	0	2, 3, 4	3	Action, Attack	Boost		Mechanologist
Zipper Hit	1, 2, 3	1	3, 4, 5	3	Action, Attack	Boost		Mechanologist
Zoom In	1, 2, 3	2	3, 4, 5	3	Action, Attack	Opt X, Boost		Mechanologist
